Datetime,T2M,QLSTM
08-05-2025 01:00:00,27.6,28.607955583087186
08-05-2025 02:00:00,28.13333333,28.07071702551485
08-05-2025 03:00:00,28.66666667,29.929164641660677
08-05-2025 04:00:00,29.2,31.938320972012626
08-05-2025 05:00:00,31.93333333,31.709048317239596
08-05-2025 06:00:00,34.66666667,34.44240933756063
08-05-2025 07:00:00,37.4,40.233045283012835
08-05-2025 08:00:00,38.4,39.86438971293154
08-05-2025 09:00:00,39.4,38.77896442428919
08-05-2025 10:00:00,40.4,41.485251625632785
08-05-2025 11:00:00,40.0,39.389175991856376
08-05-2025 12:00:00,39.6,38.985277863922505
08-05-2025 13:00:00,39.2,39.778444627581536
08-05-2025 14:00:00,37.36666667,34.31137847787385
08-05-2025 15:00:00,35.53333333,32.79562363489096
08-05-2025 16:00:00,33.7,32.9224817257564
08-05-2025 17:00:00,32.96666667,31.429533168541194
08-05-2025 18:00:00,32.23333333,32.933650367140686
08-05-2025 19:00:00,31.5,30.139570881276555
08-05-2025 20:00:00,30.76666667,28.556023520680554
08-05-2025 21:00:00,30.03333333,32.67490994992207
08-05-2025 22:00:00,29.3,29.08983871083833
08-05-2025 23:00:00,28.9,29.184349281503902
09-05-2025 00:00:00,28.5,26.268375484182005
09-05-2025 01:00:00,28.1,27.35266917614143
09-05-2025 02:00:00,29.03333333,29.39084542258353
09-05-2025 03:00:00,29.96666667,28.196591654538718
09-05-2025 04:00:00,30.9,31.703922720456543
09-05-2025 05:00:00,32.36666667,31.52448844673447
09-05-2025 06:00:00,33.83333333,33.51203540673138
09-05-2025 07:00:00,35.3,34.45602126272285
09-05-2025 08:00:00,34.4,37.69343272702309
09-05-2025 09:00:00,33.5,33.64774063541451
09-05-2025 10:00:00,32.6,30.987199267451214
09-05-2025 11:00:00,31.7,33.257305326362086
09-05-2025 12:00:00,30.8,28.912157958708164
09-05-2025 13:00:00,29.9,30.422640352005004
09-05-2025 14:00:00,28.23333333,25.099831931999223
09-05-2025 15:00:00,26.56666667,24.497845646068157
09-05-2025 16:00:00,24.9,25.40240440826468
09-05-2025 17:00:00,24.7,26.11554949493871
09-05-2025 18:00:00,24.5,24.9594233583867
09-05-2025 19:00:00,24.3,24.275514239564572
09-05-2025 20:00:00,23.9,23.56283693458925
09-05-2025 21:00:00,23.5,21.17771300164284
09-05-2025 22:00:00,23.1,22.05684160790637
09-05-2025 23:00:00,22.76666667,22.160527916282945
10-05-2025 00:00:00,22.43333333,24.38613534810082
10-05-2025 01:00:00,22.1,22.84983638797768
10-05-2025 02:00:00,23.26666667,20.46468284580355
10-05-2025 03:00:00,24.43333333,25.150234909114452
10-05-2025 04:00:00,25.6,25.121249276800636
10-05-2025 05:00:00,28.43333333,27.462541660004856
10-05-2025 06:00:00,31.26666667,32.46844809071021
10-05-2025 07:00:00,34.1,36.008759213106444
10-05-2025 08:00:00,34.2,35.94063257951648
10-05-2025 09:00:00,34.3,33.05557853490076
10-05-2025 10:00:00,34.4,34.04916572247716
10-05-2025 11:00:00,34.26666667,34.99567280186558
10-05-2025 12:00:00,34.13333333,35.948596588498454
10-05-2025 13:00:00,34.0,33.36261050125381
10-05-2025 14:00:00,32.76666667,32.62414307595436
10-05-2025 15:00:00,31.53333333,29.838552594274976
10-05-2025 16:00:00,30.3,28.45369591505593
10-05-2025 17:00:00,29.7,31.240413169296183
10-05-2025 18:00:00,29.1,31.557113791454906
10-05-2025 19:00:00,28.5,28.5490880559336
10-05-2025 20:00:00,27.56666667,29.42911723128718
10-05-2025 21:00:00,26.63333333,27.413547569312104
10-05-2025 22:00:00,25.7,24.782826826797503
10-05-2025 23:00:00,25.7,26.479808892645273
11-05-2025 00:00:00,25.7,28.463622242956802
11-05-2025 01:00:00,25.7,25.810094317193702
11-05-2025 02:00:00,26.06666667,28.875148390752486
11-05-2025 03:00:00,26.43333333,22.18694737214036
11-05-2025 04:00:00,26.8,28.356222228739814
11-05-2025 05:00:00,29.33333333,29.650591360543523
11-05-2025 06:00:00,31.86666667,31.53303803657037
11-05-2025 07:00:00,34.4,34.725205329473276
11-05-2025 08:00:00,35.26666667,32.086127989322044
11-05-2025 09:00:00,36.13333333,35.93346406339302
11-05-2025 10:00:00,37.0,37.77258770937497
11-05-2025 11:00:00,36.66666667,39.32888879050885
11-05-2025 12:00:00,36.33333333,35.63002811822766
11-05-2025 13:00:00,36.0,34.80737897815056
11-05-2025 14:00:00,34.6,33.924535954302335
11-05-2025 15:00:00,33.2,34.913862313796706
11-05-2025 16:00:00,31.8,32.5247703644725
11-05-2025 17:00:00,31.0,30.277322705006856
11-05-2025 18:00:00,30.2,31.235864366775385
11-05-2025 19:00:00,29.4,29.73416939347926
11-05-2025 20:00:00,29.06666667,30.87029631761853
11-05-2025 21:00:00,28.73333333,27.720170706936653
11-05-2025 22:00:00,28.4,28.01805946089724
11-05-2025 23:00:00,28.13333333,27.642737005165337
12-05-2025 00:00:00,27.86666667,25.569681502637117
12-05-2025 01:00:00,27.6,28.269754872506905
12-05-2025 02:00:00,28.13333333,28.74396870290834
12-05-2025 03:00:00,28.66666667,28.84578486187045
12-05-2025 04:00:00,29.2,28.974983671372794
12-05-2025 05:00:00,30.0,27.78418582866237
12-05-2025 06:00:00,30.8,30.261290087438137
12-05-2025 07:00:00,31.6,31.192681207538904
12-05-2025 08:00:00,32.53333333,31.351193029234427
12-05-2025 09:00:00,33.46666667,33.36523633217926
12-05-2025 10:00:00,34.4,35.251725526359195
12-05-2025 11:00:00,34.46666667,37.81726771200038
12-05-2025 12:00:00,34.53333333,34.998167949706556
12-05-2025 13:00:00,34.6,35.204726152630776
12-05-2025 14:00:00,33.13333333,33.17831464378811
12-05-2025 15:00:00,31.66666667,28.60212071681869
12-05-2025 16:00:00,30.2,30.32579459893081
12-05-2025 17:00:00,29.26666667,29.53871155288972
12-05-2025 18:00:00,28.33333333,32.65684952096428
12-05-2025 19:00:00,27.4,27.246176872841115
12-05-2025 20:00:00,27.0,27.678904889284293
12-05-2025 21:00:00,26.6,26.711972972275632
12-05-2025 22:00:00,26.2,24.400109034392152
12-05-2025 23:00:00,25.66666667,27.763959638894345
13-05-2025 00:00:00,25.13333333,26.571587226295538
13-05-2025 01:00:00,24.6,26.104174555915904
13-05-2025 02:00:00,26.33333333,24.97060555765654
13-05-2025 03:00:00,28.06666667,30.602270850566676
13-05-2025 04:00:00,29.8,27.606979969861047
13-05-2025 05:00:00,31.6,32.75993632768756
13-05-2025 06:00:00,33.4,37.263598941771576
13-05-2025 07:00:00,35.2,33.70045546053996
13-05-2025 08:00:00,36.53333333,35.749053869227
13-05-2025 09:00:00,37.86666667,38.205175509576144
13-05-2025 10:00:00,39.2,38.52163838178036
13-05-2025 11:00:00,39.0,36.55608273555697
13-05-2025 12:00:00,38.8,39.08609390101224
13-05-2025 13:00:00,38.6,36.97945584524804
13-05-2025 14:00:00,34.46666667,35.43563909420202
13-05-2025 15:00:00,30.33333333,28.9536835757555
13-05-2025 16:00:00,26.2,28.983681965286415
13-05-2025 17:00:00,26.4,25.24993407074919
13-05-2025 18:00:00,26.6,26.227502107983874
13-05-2025 19:00:00,26.8,28.34208465843606
13-05-2025 20:00:00,26.53333333,24.628596473239554
13-05-2025 21:00:00,26.26666667,26.82066039825849
13-05-2025 22:00:00,26.0,28.37433592511413
13-05-2025 23:00:00,25.66666667,23.12695137669699
14-05-2025 00:00:00,25.33333333,25.81512241447012
14-05-2025 01:00:00,25.0,25.60865857841404
14-05-2025 02:00:00,25.86666667,27.35531475092278
14-05-2025 03:00:00,26.73333333,24.81833482932764
14-05-2025 04:00:00,27.6,25.544210783108102
14-05-2025 05:00:00,30.5,31.55048892977623
14-05-2025 06:00:00,33.4,34.071212242015655
14-05-2025 07:00:00,36.3,36.892827159408036
14-05-2025 08:00:00,36.9,37.65460762501665
14-05-2025 09:00:00,37.5,36.52397715066725
14-05-2025 10:00:00,38.1,38.66207599844464
14-05-2025 11:00:00,38.06666667,38.731282953931
14-05-2025 12:00:00,38.03333333,36.9994357670163
14-05-2025 13:00:00,38.0,41.31618749576623
14-05-2025 14:00:00,36.36666667,37.33604456013188
14-05-2025 15:00:00,34.73333333,32.8952959031799
14-05-2025 16:00:00,33.1,34.37744445564232
14-05-2025 17:00:00,32.03333333,30.560519694108272
14-05-2025 18:00:00,30.96666667,32.46418601621488
14-05-2025 19:00:00,29.9,32.02388580546009
14-05-2025 20:00:00,28.83333333,27.62016216817406
14-05-2025 21:00:00,27.76666667,29.561413032307183
14-05-2025 22:00:00,26.7,27.566444400027343
14-05-2025 23:00:00,26.03333333,27.589821365670414
15-05-2025 00:00:00,25.36666667,28.73515122147651
15-05-2025 01:00:00,24.7,24.45677324504536
15-05-2025 02:00:00,26.43333333,25.333033195490383
15-05-2025 03:00:00,28.16666667,26.837444762189495
15-05-2025 04:00:00,29.9,28.6950430727584
15-05-2025 05:00:00,31.96666667,32.007170323168374
15-05-2025 06:00:00,34.03333333,34.7790115182438
15-05-2025 07:00:00,36.1,36.7369968277011
15-05-2025 08:00:00,37.23333333,38.79845887938331
15-05-2025 09:00:00,38.36666667,38.55908474148743
15-05-2025 10:00:00,39.5,42.1211512836859
15-05-2025 11:00:00,39.1,38.82428624198945
15-05-2025 12:00:00,38.7,43.45669448145452
15-05-2025 13:00:00,38.3,39.52537030669979
15-05-2025 14:00:00,36.5,35.225331689401166
15-05-2025 15:00:00,34.7,33.064975179019264
15-05-2025 16:00:00,32.9,33.883944053271925
15-05-2025 17:00:00,31.23333333,31.02707262089138
15-05-2025 18:00:00,29.56666667,30.94096641292823
15-05-2025 19:00:00,27.9,28.868374222180154
15-05-2025 20:00:00,27.23333333,27.281040906481795
15-05-2025 21:00:00,26.56666667,25.309471761702454
15-05-2025 22:00:00,25.9,23.516468758763967
15-05-2025 23:00:00,25.5,24.917673965206184
16-05-2025 00:00:00,25.1,26.71438287655532
16-05-2025 01:00:00,24.7,25.231458368718226
16-05-2025 02:00:00,26.4,24.470184841680297
16-05-2025 03:00:00,28.1,28.562479472186578
16-05-2025 04:00:00,29.8,30.620140936689527
16-05-2025 05:00:00,32.73333333,31.413649097190028
16-05-2025 06:00:00,35.66666667,36.0963436845544
16-05-2025 07:00:00,38.6,38.868636653915516
16-05-2025 08:00:00,39.2,37.443452211361
16-05-2025 09:00:00,39.8,40.5737254014552
16-05-2025 10:00:00,40.4,41.51597805233866
16-05-2025 11:00:00,39.46666667,41.46318493775154
16-05-2025 12:00:00,38.53333333,40.48053754376614
16-05-2025 13:00:00,37.6,35.44775023933065
