Datetime,T2M,QLSTM
08-05-2025 01:00:00,27.6,28.243570362133443
08-05-2025 02:00:00,28.13333333,27.98456892235424
08-05-2025 03:00:00,28.66666667,29.498624927603746
08-05-2025 04:00:00,29.2,31.12422108534375
08-05-2025 05:00:00,31.93333333,31.664917229423793
08-05-2025 06:00:00,34.66666667,34.39827105574616
08-05-2025 07:00:00,37.4,39.394326947472294
08-05-2025 08:00:00,38.4,39.381379186919304
08-05-2025 09:00:00,39.4,38.83794713424782
08-05-2025 10:00:00,40.4,41.10077748926443
08-05-2025 11:00:00,40.0,39.44550475847778
08-05-2025 12:00:00,39.6,39.042619737551206
08-05-2025 13:00:00,39.2,39.52568749224049
08-05-2025 14:00:00,37.36666667,35.00301317490051
08-05-2025 15:00:00,35.53333333,33.40472102012299
08-05-2025 16:00:00,33.7,33.022133629002916
08-05-2025 17:00:00,32.96666667,31.726605865202533
08-05-2025 18:00:00,32.23333333,32.64921910662609
08-05-2025 19:00:00,31.5,30.390718854222992
08-05-2025 20:00:00,30.76666667,29.028138533885024
08-05-2025 21:00:00,30.03333333,31.885953512283482
08-05-2025 22:00:00,29.3,29.042036926834598
08-05-2025 23:00:00,28.9,29.00802628608275
09-05-2025 00:00:00,28.5,26.745943466037797
09-05-2025 01:00:00,28.1,27.444475488366777
09-05-2025 02:00:00,29.03333333,29.19550772117136
09-05-2025 03:00:00,29.96666667,28.55420486811704
09-05-2025 04:00:00,30.9,31.392564779868028
09-05-2025 05:00:00,32.36666667,31.640945197989193
09-05-2025 06:00:00,33.83333333,33.493117565145816
09-05-2025 07:00:00,35.3,34.57294595997443
09-05-2025 08:00:00,34.4,36.735061636747844
09-05-2025 09:00:00,33.5,33.506921650882084
09-05-2025 10:00:00,32.6,31.30393755830035
09-05-2025 11:00:00,31.7,32.750146424347264
09-05-2025 12:00:00,30.8,29.300378325545914
09-05-2025 13:00:00,29.9,30.18438651249788
09-05-2025 14:00:00,28.23333333,25.81179391132101
09-05-2025 15:00:00,26.56666667,24.933101687105307
09-05-2025 16:00:00,24.9,25.169409805178287
09-05-2025 17:00:00,24.7,25.64523233556954
09-05-2025 18:00:00,24.5,24.737599348864922
09-05-2025 19:00:00,24.3,24.179456168844162
09-05-2025 20:00:00,23.9,23.548042376525554
09-05-2025 21:00:00,23.5,21.678843780286496
09-05-2025 22:00:00,23.1,22.225532257283632
09-05-2025 23:00:00,22.76666667,22.215639005041787
10-05-2025 00:00:00,22.43333333,23.776188524150516
10-05-2025 01:00:00,22.1,22.552535257058477
10-05-2025 02:00:00,23.26666667,21.090484806070236
10-05-2025 03:00:00,24.43333333,24.86149339609625
10-05-2025 04:00:00,25.6,25.14325275376429
10-05-2025 05:00:00,28.43333333,27.612424503559307
10-05-2025 06:00:00,31.26666667,32.05368835213639
10-05-2025 07:00:00,34.1,35.410258928396914
10-05-2025 08:00:00,34.2,35.38582769770083
10-05-2025 09:00:00,34.3,33.276576608002976
10-05-2025 10:00:00,34.4,34.037924254774765
10-05-2025 11:00:00,34.26666667,34.70378536664567
10-05-2025 12:00:00,34.13333333,35.37439550801559
10-05-2025 13:00:00,34.0,33.42584352682674
10-05-2025 14:00:00,32.76666667,32.55876254029302
10-05-2025 15:00:00,31.53333333,30.17659714214918
10-05-2025 16:00:00,30.3,28.831120742250448
10-05-2025 17:00:00,29.7,30.73764446764986
10-05-2025 18:00:00,29.1,30.816098464850963
10-05-2025 19:00:00,28.5,28.433908460681117
10-05-2025 20:00:00,27.56666667,28.84265236985062
10-05-2025 21:00:00,26.63333333,27.108351362968115
10-05-2025 22:00:00,25.7,24.91877444920411
10-05-2025 23:00:00,25.7,26.1747180341902
